"Image","Title","Sales Rank: Current","Reviews: Rating","Buy Box: Current","Buy Box: Stock","Amazon: Current","Amazon: Stock","New: Current","List Price: Current","Categories: Tree","Website Display Group: Name","ASIN","Product Codes: EAN","Brand","Author"
"https://m.media-amazon.com/images/I/31fvhgem6UL.jpg;https://m.media-amazon.com/images/I/51jmeQugN4L.jpg;https://m.media-amazon.com/images/I/51VqZKn09rL.jpg;https://m.media-amazon.com/images/I/41G9c2YnhHL.jpg;https://m.media-amazon.com/images/I/51MrTERaViL.jpg;https://m.media-amazon.com/images/I/41aM86nRAML.jpg","SanDisk Ultra Dual Drive Luxe USB Type-C-Laufwerk Smartphone Speicher 1 TB (Mobiler Speicher, USB 3.2 Gen 1, drehbares Design, 400 MB/s Lesen, USB Laufwerk, automatisches Backup)","12","4.4","119.99","2","119.99","2","119.99","209.99","Computer & Zubehör › Datenspeicher › Externe Datenspeicher › USB-Sticks","Computer & Zubehör","B0842P5GG5","0619659179106","SanDisk",""
"https://m.media-amazon.com/images/I/31x9CBtem6L.jpg;https://m.media-amazon.com/images/I/51Ppi6+ySYL.jpg;https://m.media-amazon.com/images/I/51il7u-D-kL.jpg;https://m.media-amazon.com/images/I/51w-HaQQ24L.jpg;https://m.media-amazon.com/images/I/51LW6+2VnhL.jpg;https://m.media-amazon.com/images/I/41sUCPXZauL.jpg","SANDISK Ultra Dual Drive Go 1 TB USB Type-C & Type-A (Android Smartphone Speicher, USB Type-C & Type-A-Anschluss, 400 MB/s Lesen, Nutzung als Schlüsselanhänger möglich) Absinth Grün","12","4.5","177.12","5","198.11","2","177.12","208.99","Computer & Zubehör › Datenspeicher › Externe Datenspeicher › USB-Sticks","Computer & Zubehör","B0DFYHLQ1B","0619659213367","SanDisk",""
"https://m.media-amazon.com/images/I/31lWWaMJiKS.jpg;https://m.media-amazon.com/images/I/41gUXDpFvRL.jpg;https://m.media-amazon.com/images/I/415JU7PQxuL.jpg;https://m.media-amazon.com/images/I/413zflBUeoL.jpg;https://m.media-amazon.com/images/I/51Ni6g7usTL.jpg;https://m.media-amazon.com/images/I/41ePpVR29GL.jpg","SanDisk Ultra Dual Drive Go USB Type-C 1 TB (Android Smartphone Speicher, USB Type-C-Anschluss, 400 MB/s Lesegeschwindigkeit, Nutzung als Schlüsselanhänger möglich)","12","4.5","114.99","2","114.99","2","114.99","208.99","Computer & Zubehör › Datenspeicher › Externe Datenspeicher › USB-Sticks","Computer & Zubehör","B08764YRQW","0619659198848, 6196591988484","SanDisk",""
"https://m.media-amazon.com/images/I/21YNvpYqxOL.jpg;https://m.media-amazon.com/images/I/31vW3gHew2L.jpg;https://m.media-amazon.com/images/I/41zRZQEou+L.jpg;https://m.media-amazon.com/images/I/517uoJYySbL.jpg;https://m.media-amazon.com/images/I/51HZdh0SzgL.jpg;https://m.media-amazon.com/images/I/5184OvB3PmL.jpg;https://m.media-amazon.com/images/I/31iNLU-Z-rL.jpg","SANDISK Ultra Dual Drive Go 1 TB USB Type-C & Type-A (Android Smartphone Speicher, USB Type-C & Type-A-Anschluss, 400 MB/s Lesen, Nutzung als Schlüsselanhänger möglich) Navagio Bay","12","4.5","166.99","2","166.99","2","166.99","208.99","Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten","Computer & Zubehör","B0DFYGDF2M","0619659213428","SanDisk",""
"https://m.media-amazon.com/images/I/31WOQBgEClL.jpg","SANDISK Ultra Dual Drive Go USB Type-C 2 TB (Android Smartphone Speicher, USB Type-C & Type-A-Anschluss, 400 MB/s Lesen, Nutzung als Schlüsselanhänger möglich)","12","4.5","390.99","","390.99","","390.99","415.99","Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten","Computer & Zubehör","B0GF8LZHFP","0619659219833","SanDisk",""
"https://m.media-amazon.com/images/I/31WPeinOoOL.jpg","SANDISK Ultra Dual Drive Luxe 2 TB (USB Type-C & Type-A-Laufwerk, Smartphone Speicher, Mobiler Speicher, USB 3.2 Gen 1, drehbares Design, 400 MB/s Lesen, SANDISK App) Silber","12","4.4","392.99","2","392.99","2","392.99","418.99","Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten","Computer & Zubehör","B0GF8PQ124","0619659219635","SanDisk",""
"https://m.media-amazon.com/images/I/314anBoFM6L.jpg;https://m.media-amazon.com/images/I/41f9Ts4VsML.jpg;https://m.media-amazon.com/images/I/51Ppi6+ySYL.jpg;https://m.media-amazon.com/images/I/51Q7fl+7KqL.jpg;https://m.media-amazon.com/images/I/51qE1w6CyqL.jpg;https://m.media-amazon.com/images/I/51me6RVx2oL.jpg;https://m.media-amazon.com/images/I/41FHsq7i6xL.jpg","SANDISK Ultra Dual Drive Go 1 TB USB Type-C & Type-A (Android Smartphone Speicher, USB Type-C & Type-A-Anschluss, 400 MB/s Lesen, Nutzung als Schlüsselanhänger möglich) Lavendel","12","4.5","182.08","2","182.08","2","182.08","208.99","Computer & Zubehör › Datenspeicher › Externe Datenspeicher › USB-Sticks","Computer & Zubehör","B0DFYH2LKB","0619659213336","SanDisk",""
"https://m.media-amazon.com/images/I/31AdmtL5szL.jpg;https://m.media-amazon.com/images/I/418cm0bOScL.jpg;https://m.media-amazon.com/images/I/416BbOMzVDL.jpg;https://m.media-amazon.com/images/I/415879nAqPL.jpg;https://m.media-amazon.com/images/I/41ffprrO4UL.jpg;https://m.media-amazon.com/images/I/41xmyPNdjeL.jpg;https://m.media-amazon.com/images/I/41khLAhMZcL.jpg","Amazon Basics MicroSDXC, 1 TB, mit SD Adapter, A2, U3, Lesegeschwindigkeit bis zu 100 MB/s, Schwarz","18","4.6","113.91","2","113.91","2","113.91","120.61","Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Speicherkarten › Micro SD","Computer & Zubehör","B08TJTBSGP","0840095874052","Amazon Basics",""
"https://m.media-amazon.com/images/I/312CSa2fmEL.jpg;https://m.media-amazon.com/images/I/41XbKf+xxQL.jpg;https://m.media-amazon.com/images/I/41Uuxi82QZL.jpg;https://m.media-amazon.com/images/I/41ORejSHKJL.jpg;https://m.media-amazon.com/images/I/3142B8LOjaL.jpg;https://m.media-amazon.com/images/I/31mWrjj-5BL.jpg;https://m.media-amazon.com/images/I/51JOIemo00L.jpg","Amazon Basics 1-TB-microSDXC-Karte mit Adapter, Lesegeschwindigkeit bis zu 200 MB/s, 1er-Pack","18","4.6","147.49","2","147.49","2","147.49","163.79","Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Speicherkarten › Micro SD","Computer & Zubehör","B0DB4XPZDX","0195515054867","Amazon Basics",""
"https://m.media-amazon.com/images/I/41KhXV7DWcL.jpg;https://m.media-amazon.com/images/I/51E3A7eQO9L.jpg;https://m.media-amazon.com/images/I/51ciWSxVsaL.jpg;https://m.media-amazon.com/images/I/51QSmx1lBUL.jpg;https://m.media-amazon.com/images/I/41VFyC8CReL.jpg","Toshiba Canvio Flex 2 TB HDTX220ESCAA","30","4.6","","","","","113.04","116.05","Computer & Zubehör › Datenspeicher › Externe Datenspeicher › Externe Festplatten","Computer & Zubehör","B0DWK8XFJ4","4260557513279","TOSHIBA",""
